the  [ðə; ði]
freshman  [ˈfreʃmən]
sweat  [swet]
outer  [ˈaʊtər]
European  [ˌjʊrəˈpiːən]
drunk  [drʌŋk]
survey  [ˈsɜːrveɪ]
research  [ˈriːsɜːrtʃ]
separation  [ˌsepəˈreɪʃn]
traditionally  [trəˈdɪʃənəli]
stuff  [stʌf]
govern  [ˈɡʌvərn]
southeast  [ˌsaʊθˈiːst]
intelligent  [ɪnˈtelɪdʒənt]
wherever  [werˈevər]
ballot  [ˈbælət]
rhetoric  [ˈretərɪk]
convinced  [kənˈvɪnst]
driving  [ˈdraɪvɪŋ]
vitamin  [ˈvaɪtəmɪn]
enthusiasm  [ɪnˈθuːziæzəm]
accommodate  [əˈkɑːmədeɪt]
praise  [preɪz]
injure  [ˈɪndʒər]
wilderness  [ˈwɪldərnəs]
nearby  [ˌnɪrˈbaɪ]
endless  [ˈendləs]
mandate  [ˈmændeɪt]
pause  [pɔːz]
excuse  [ɪkˈskjuːs]
respectively  [rɪˈspektɪvli]
uncertainty  [ʌnˈsɜːrt(ə)nti]
chaos  [ˈkeɪɑːs]
short  [ʃɔːrt]
mechanical  [məˈkænɪk(ə)l]
canvas  [ˈkænvəs]
forty  [ˈfɔːrti]
matter  [ˈmætər]
lobby  [ˈlɑːbi]
profound  [prəˈfaʊnd]
format  [ˈfɔːrmæt]
trait  [treɪt]
currency  [ˈkɜːrənsi]
turkey  [ˈtɜːrki]
reserve  [rɪˈzɜːrv]
beam  [biːm]
abuse  [əˈbjuːs]
astronomer  [əˈstrɑːnəmər]
corruption  [kəˈrʌpʃ(ə)n]
contractor  [ˈkɑːntræktər]
apologize  [əˈpɑːlədʒaɪz]
doctrine  [ˈdɑːktrɪn]
genuine  [ˈdʒenjuɪn]
thumb  [θʌm]
unity  [ˈjuːnəti]
compromise  [ˈkɑːmprəmaɪz]
horrible  [ˈhɔːrəb(ə)l]
behavioral  [bɪˈheɪvjərəl]
exclusive  [ɪkˈskluːsɪv]
scatter  [ˈskætər]
commonly  [ˈkɑːmənli]
convey  [kənˈveɪ]
rush  [rʌʃ]
twist  [twɪst]
complexity  [kəmˈpleksəti]
fork  [fɔːrk]
disk  [dɪsk]
relieve  [rɪˈliːv]
suspicion  [səˈspɪʃ(ə)n]
lock  [lɑːk]
finish  [ˈfɪnɪʃ]
residence  [ˈrezɪdəns]
shame  [ʃeɪm]
meaningful  [ˈmiːnɪŋf(ə)l]
sidewalk  [ˈsaɪdwɔːk]
Olympics  [oʊˈlɪmpɪks]
technological  [ˌteknəˈlɑːdʒɪk(ə)l]
signature  [ˈsɪɡnətʃər]
pleasant  [ˈplez(ə)nt]
wow  [waʊ]
suspend  [səˈspend]
rebel  [ˈreb(ə)l]
frozen  [ˈfroʊz(ə)n]
desire  [dɪˈzaɪər]
spouse  [spaʊs]
fluid  [ˈfluːɪd]
pension  [ˈpenʃən]
resume  [rɪˈzuːm]
theoretical  [ˌθiːəˈretɪk(ə)l]
sodium  [ˈsoʊdiəm]
blow  [bloʊ]
promotion  [prəˈmoʊʃ(ə)n]
delicate  [ˈdelɪkət]
forehead  [ˈfɔːrhed]
rebuild  [ˌriːˈbɪld]
bounce  [baʊns]
electrical  [ɪˈlektrɪkl]
hook  [hʊk]
detective  [dɪˈtektɪv]
traveler  [ˈtrævələr]
click  [klɪk]
compensation  [ˌkɑːmpenˈseɪʃ(ə)n]
signal  [ˈsɪɡnəl]
exit  [ˈeksɪt]
attraction  [əˈtrækʃ(ə)n]
dedicate  [ˈdedɪkeɪt]
altogether  [ˌɔːltəˈɡeðər]
pickup  [ˈpɪkʌp]
carve  [kɑːrv]
needle  [ˈniːd(ə)l]
belly  [ˈbeli]
ship  [ʃɪp]
scare  [sker]
portfolio  [pɔːrtˈfoʊlioʊ]
shuttle  [ˈʃʌt(ə)l]
invisible  [ɪnˈvɪzəb(ə)l]
timing  [ˈtaɪmɪŋ]
engagement  [ɪnˈɡeɪdʒmənt]
ankle  [ˈæŋk(ə)l]
transaction  [trænˈzækʃ(ə)n]
rescue  [ˈreskjuː]
counterpart  [ˈkaʊntərpɑːrt]
historically  [hɪˈstɔːrɪkli]
firmly  [ˈfɜːrmli]
mild  [maɪld]
rider  [ˈraɪdər]
doll  [dɑːl]
noon  [nuːn]
exhibit  [ɪɡˈzɪbɪt]
amid  [əˈmɪd]
identical  [aɪˈdentɪk(ə)l]
precise  [prɪˈsaɪs]
anxious  [ˈæŋkʃəs]
structural  [ˈstrʌktʃərəl]
residential  [ˌrezɪˈdenʃ(ə)l]
loud  [laʊd]
diagnose  [ˌdaɪəɡˈnoʊs]
carbohydrate  [ˌkɑːrboʊˈhaɪdreɪt]
liberty  [ˈlɪbərti]
poster  [ˈpoʊstər]
theology  [θiˈɑːlədʒi]
nonprofit  [ˌnɑːnˈprɑːfɪt]
crawl  [krɔːl]
oxygen  [ˈɑːksɪdʒən]
handsome  [ˈhænsəm]
magic  [ˈmædʒɪk]
sum  [sʌm; səm]
provided  [prəˈvaɪdɪd]
businessman  [ˈbɪznəsmæn]
promising  [ˈprɑːmɪsɪŋ]
conscious  [ˈkɑːnʃəs]
determination  [dɪˌtɜːrmɪˈneɪʃ(ə)n]
donor  [ˈdoʊnər]
hers  [hɜːrz]
pastor  [ˈpæstər]
jazz  [dʒæz]
opera  [ˈɑːprə]
Japanese  [ˌdʒæpəˈniːz]
bite  [baɪt]
frame  [freɪm]
evil  [ˈiːv(ə)l]
acquisition  [ˌækwɪˈzɪʃ(ə)n]
pit  [pɪt]
hug  [hʌɡ]
wildlife  [ˈwaɪldlaɪf]
punish  [ˈpʌnɪʃ]
giant  [ˈdʒaɪənt]
primary  [ˈpraɪmeri]
equity  [ˈekwəti]
wrong  [rɔːŋ]
doorway  [ˈdɔːrweɪ]
departure  [dɪˈpɑːrtʃər]
elevator  [ˈelɪveɪtər]
teenage  [ˈtiːneɪdʒ]
guidance  [ˈɡaɪd(ə)ns]
happiness  [ˈhæpinəs]
statue  [ˈstætʃuː]
pursuit  [pərˈsuːt]
repair  [rɪˈper]
decent  [ˈdiːs(ə)nt]
gym  [dʒɪm]
oral  [ˈɔːrəl]
clerk  [klɜːrk]
Israeli  [ɪzˈreɪli]
envelope  [ˈenvəloʊp]
reporting  [rɪˈpɔːrtɪŋ]
destination  [ˌdestɪˈneɪʃ(ə)n]
fist  [fɪst]
endorse  [ɪnˈdɔːrs]
exploration  [ˌekspləˈreɪʃ(ə)n]
generous  [ˈdʒenərəs]
bath  [bæθ]
rescue  [ˈreskjuː]
thereby  [ˌðerˈbaɪ]
overall  [ˌoʊvərˈɔːl]
indicator  [ˈɪndɪkeɪtər]
sunlight  [ˈsʌnlaɪt]
feedback  [ˈfiːdbæk]
spectrum  [ˈspektrəm]
purple  [ˈpɜːrp(ə)l]
laser  [ˈleɪzər]
bold  [boʊld]
reluctant  [rɪˈlʌktənt]
starting  [ˈstɑrtɪŋ]
expertise  [ˌekspɜːrˈtiːz]
practically  [ˈpræktɪkli]
program  [ˈproʊɡræm]
picture  [ˈpɪktʃər]
tune  [tuːn]
eating  [ˈiːtɪŋ]
age  [eɪdʒ]
volunteer  [ˌvɑːlənˈtɪr]
hint  [hɪnt]
sharply  [ˈʃɑːrpli]
parade  [pəˈreɪd]
advocate  [ˈædvəkeɪt]
realm  [relm]
ban  [bæn]
strip  [strɪp]
cancel  [ˈkæns(ə)l]
blend  [blend]
therapist  [ˈθerəpɪst]
slice  [slaɪs]
peel  [piːl]
pizza  [ˈpiːtsə]
recipient  [rɪˈsɪpiənt]
hesitate  [ˈhezɪteɪt]
flip  [flɪp]
accounting  [əˈkaʊntɪŋ]
debate  [dɪˈbeɪt]
bias  [ˈbaɪəs]
huh  [hʌ]
metaphor  [ˈmetəfər]
candle  [ˈkænd(ə)l]
handle  [ˈhænd(ə)l]
worry  [ˈwɜːri]
judicial  [dʒuːˈdɪʃəl]
entity  [ˈentəti]
suffering  [ˈsʌfərɪŋ]
full-time  [ˌfʊl ˈtaɪm]
feel  [fiːl]
lamp  [læmp]
garbage  [ˈɡɑːrbɪdʒ]
servant  [ˈsɜːrvənt]
addition  [əˈdɪʃ(ə)n]
regulatory  [ˈreɡjələtɔːri]
diplomatic  [ˌdɪpləˈmætɪk]
elegant  [ˈelɪɡənt]
inside  [ˌɪnˈsaɪd]
reception  [rɪˈsepʃ(ə)n]
vanish  [ˈvænɪʃ]
automatically  [ˌɔːtəˈmætɪkli]
chin  [tʃɪn]
trail  [treɪl]
necessity  [nəˈsesəti]
confess  [kənˈfes]
racism  [ˈreɪsɪzəm]
starter  [ˈstɑːrtər]
interior  [ɪnˈtɪriər]
banking  [ˈbæŋkɪŋ]
casual  [ˈkæʒuəl]
gravity  [ˈɡrævəti]
enroll  [ɪnˈroʊl]
diminish  [dɪˈmɪnɪʃ]
prevention  [prɪˈvenʃn]
Arab  [ˈærəb]
value  [ˈvæljuː]
minimize  [ˈmɪnɪmaɪz]
chop  [tʃɑːp]
performer  [pərˈfɔːrmər]
intent  [ɪnˈtent]
isolate  [ˈaɪsəleɪt]
pump  [pʌmp]
inventory  [ˈɪnvəntɔːri]
productive  [prəˈdʌktɪv]
assembly  [əˈsembli]
civic  [ˈsɪvɪk]
silk  [sɪlk]
magnitude  [ˈmæɡnɪtuːd]
steep  [stiːp]
hostage  [ˈhɑːstɪdʒ]
collector  [kəˈlektər]
popularity  [ˌpɑːpjuˈlærəti]
kiss  [kɪs]
alien  [ˈeɪliən]
dynamic  [daɪˈnæmɪk]
scary  [ˈskeri]
equation  [ɪˈkweɪʒ(ə)n]
angel  [ˈeɪndʒl]
switch  [swɪtʃ]
offering  [ˈɔːfərɪŋ]
rage  [reɪdʒ]
photography  [fəˈtɑːɡrəfi]
repair  [rɪˈper]
toilet  [ˈtɔɪlət]
disappointed  [ˌdɪsəˈpɔɪntɪd]
precious  [ˈpreʃəs]
prohibit  [prəˈhɪbɪt]
representative  [ˌreprɪˈzentətɪv]
content  [ˈkɑːntent]
realistic  [ˌriːəˈlɪstɪk]
Russian  [ˈrʌʃ(ə)n]
hidden  [ˈhɪd(ə)n]
command  [kəˈmænd]
tender  [ˈtendər]
wake  [weɪk]
gathering  [ˈɡæðərɪŋ]
outstanding  [aʊtˈstændɪŋ]
stumble  [ˈstʌmb(ə)l]
lonely  [ˈloʊnli]
automobile  [ˈɔːtəməbiːl]
artificial  [ˌɑːrtɪˈfɪʃ(ə)l]
dawn  [dɑːn]
abstract  [ˈæbstrækt]
descend  [dɪˈsend]
silly  [ˈsɪli]
hook  [hʊk]
tide  [taɪd]
shared  [ʃerd]
hopefully  [ˈhoʊpfəli]
readily  [ˈredɪli]
cooperate  [koʊˈɑːpəreɪt]
revolutionary  [ˌrevəˈluːʃəneri]
romance  [ˈroʊmæns]
hardware  [ˈhɑːrdwer]
pillow  [ˈpɪloʊ]
kit  [kɪt]
cook  [kʊk]
spread  [spred]
continent  [ˈkɑːntɪnənt]
seal  [siːl]
circuit  [ˈsɜːrkɪt]
sink  [sɪŋk]
ruling  [ˈruːlɪŋ]
shortage  [ˈʃɔːrtɪdʒ]
annually  [ˈænjuəli]
lately  [ˈleɪtli]
trap  [træp]
scan  [skæn]
fool  [fuːl]
deadline  [ˈdedlaɪn]
rear  [rɪr]
processing  [ˈprɑːsesɪŋ]
ranch  [ræntʃ]
coastal  [ˈkoʊst(ə)l]
undertake  [ˌʌndərˈteɪk]
softly  [ˈsɔːftli]
reserve  [rɪˈzɜːrv]
burning  [ˈbɜːrnɪŋ]
verbal  [ˈvɜːrb(ə)l]
tribal  [ˈtraɪb(ə)l]
ridiculous  [rɪˈdɪkjələs]
automatic  [ˌɔːtəˈmætɪk]
diamond  [ˈdaɪmənd]
credibility  [ˌkredəˈbɪləti]
import  [ˈɪmpɔːrt]
sexually  [ˈsekʃəli]
spring  [sprɪŋ]
way  [weɪ]
divine  [dɪˈvaɪn]
sentiment  [ˈsentɪmənt]
cart  [kɑːrt]
oversee  [ˌoʊvərˈsiː]
stem  [stem]
elder  [ˈeldər]
pro  [proʊ]
inspiration  [ˌɪnspəˈreɪʃ(ə)n]
Dutch  [dʌtʃ]
quantity  [ˈkwɑːntəti]
trailer  [ˈtreɪlər]
mate  [meɪt]
None  [nʌn]
Greek  [ɡriːk]
genius  [ˈdʒiːniəs]
monument  [ˈmɑːnjumənt]
bid  [bɪd]
quest  [kwest]
sacrifice  [ˈsækrɪfaɪs]
invitation  [ˌɪnvɪˈteɪʃ(ə)n]
accuracy  [ˈækjərəsi]
juror  [ˈdʒʊrər]
officially  [əˈfɪʃəli]
broker  [ˈbroʊkər]
treasure  [ˈtreʒər]
loyalty  [ˈlɔɪəlti]
credit  [ˈkredɪt]
shock  [ʃɑːk]
talented  [ˈtæləntɪd]
gasoline  [ˈɡæsəliːn; ˌɡæsəˈliːn]
stiff  [stɪf]
output  [ˈaʊtpʊt]
nominee  [ˌnɑːmɪˈniː]
extended  [ɪkˈstendɪd]
please  [pliːz]
diabetes  [ˌdaɪəˈbiːtiːz]
slap  [slæp]
toxic  [ˈtɑːksɪk]
alleged  [əˈledʒd]
jaw  [dʒɔː]
grief  [ɡriːf]
mysterious  [mɪˈstɪriəs]
rocket  [ˈrɑːkɪt]
donate  [ˈdoʊneɪt]
inmate  [ˈɪnmeɪt]
tackle  [ˈtæk(ə)l]
dynamics  [daɪˈnæmɪks]
bow  [boʊ]
ours  [ˈaʊərz]
senior  [ˈsiːniər]
dignity  [ˈdɪɡnəti]
carpet  [ˈkɑːrpɪt]
parental  [pəˈrent(ə)l]
bubble  [ˈbʌb(ə)l]
heat  [hiːt]
buddy  [ˈbʌdi]
barn  [bɑːrn]
sword  [sɔːrd]
flash  [flæʃ]
seventh  [ˈsev(ə)nθ]
glory  [ˈɡlɔːri]
tightly  [ˈtaɪtli]
protective  [prəˈtektɪv]
tuck  [tʌk]
drum  [drʌm]
faint  [feɪnt]
post  [poʊst]
queen  [kwiːn]
dilemma  [dɪˈlemə]
input  [ˈɪnpʊt]
specialize  [ˈspeʃəlaɪz]
northeast  [ˌnɔːrθˈiːst]
shallow  [ˈʃæloʊ]
liability  [ˌlaɪəˈbɪləti]
sail  [seɪl]
merchant  [ˈmɜːrtʃənt]
stadium  [ˈsteɪdiəm]
improved  [ɪmˈpruːvd]
bloody  [ˈblʌdi]
defeat  [dɪˈfiːt]
associated  [əˈsoʊsieɪtɪd]
withdrawal  [wɪðˈdrɔːəl]
refrigerator  [rɪˈfrɪdʒəreɪtər]
nest  [nest]
near  [nɪr]
thoroughly  [ˈθɜːrəli]
lane  [leɪn]
ancestor  [ˈænsestər]
condemn  [kənˈdem]
steam  [stiːm]
accent  [ˈæksent]
escape  [ɪˈskeɪp]
optimistic  [ˌɑːptɪˈmɪstɪk]
unite  [juˈnaɪt]
cage  [keɪdʒ]
equip  [ɪˈkwɪp]
shrimp  [ʃrɪmp]
homeland  [ˈhoʊmlænd]
exchange  [ɪksˈtʃeɪndʒ]
rack  [ræk]
costume  [ˈkɑːstuːm]
wolf  [wʊlf]
courtroom  [ˈkɔːrtruːmˌˈkɔːrtrʊm]
statute  [ˈstætʃuːt]
cartoon  [kɑːrˈtuːn]
besides  [bɪˈsaɪdz]
productivity  [ˌproʊdʌkˈtɪvətiˌˌprɑːdʌkˈtɪvəti]
grin  [ɡrɪn]
symbolic  [sɪmˈbɑːlɪk]
seal  [siːl]
bug  [bʌɡ]
bless  [bles]
aunt  [ænt]
agriculture  [ˈæɡrɪkʌltʃər]
rock  [rɑːk]
hostile  [ˈhɑːst(ə)l]
root  [ruːt]
conceive  [kənˈsiːv]
combined  [kəmˈbaɪnd]
instantly  [ˈɪnstəntli]
bankruptcy  [ˈbæŋkrʌptsi]
vaccine  [vækˈsiːn]
bonus  [ˈboʊnəs]
collaboration  [kəˌlæbəˈreɪʃ(ə)n]
mixed  [mɪkst]
opposed  [əˈpoʊzd]
orbit  [ˈɔːrbɪt]
grasp  [ɡræsp]
patience  [ˈpeɪʃ(ə)ns]
spite  [spaɪt]
tropical  [ˈtrɑːpɪk(ə)l]
voting  [ˈvoʊtɪŋ]
patrol  [pəˈtroʊl]
willingness  [ˈwɪlɪŋnəs]
position  [pəˈzɪʃ(ə)n]
revelation  [ˌrevəˈleɪʃ(ə)n]
rent  [rent]
calm  [kɑːm]
jewelry  [ˈdʒuːəlri]
Cuban  [ˈkjuːbən]
haul  [hɔːl]
concede  [kənˈsiːd]
trace  [treɪs]
wagon  [ˈwæɡən]
afterward  [ˈæftərwərd]
spectacular  [spekˈtækjələr]
ruin  [ˈruːɪn]
sheer  [ʃɪr]
prior  [ˈpraɪər]
immune  [ɪˈmjuːn]
reliability  [rɪˌlaɪəˈbɪləti]
ass  [æs]
alongside  [əˌlɔːŋˈsaɪd]
bush  [bʊʃ]
exotic  [ɪɡˈzɑːtɪk]
fascinating  [ˈfæsɪneɪtɪŋ]
secure  [sɪˈkjʊr]
clip  [klɪp]
thigh  [θaɪ]
bull  [bʊl]
drawer  [drɔːr]
regard  [rɪˈɡɑːrd]
sheep  [ʃiːp]
discourage  [dɪsˈkɜːrɪdʒ]
coordinator  [koʊˈɔːrdɪneɪtər]
ideological  [ˌaɪdiəˈlɑːdʒɪk(ə)l]
runner  [ˈrʌnər]
secular  [ˈsekjələr]
intimate  [ˈɪntɪmət]
empire  [ˈempaɪər]
cab  [kæb]
divorce  [dɪˈvɔːrs]
exam  [ɪɡˈzæm]
documentary  [ˌdɑːkjuˈment(ə)ri]
neutral  [ˈnuːtrəl]
biology  [baɪˈɑːlədʒi]
flexible  [ˈfleksəb(ə)l]
progressive  [prəˈɡresɪv]
web  [web]
conspiracy  [kənˈspɪrəsi]
catch  [kætʃ]
casualty  [ˈkæʒuəlti]
republic  [rɪˈpʌblɪk]
execution  [ˌeksɪˈkjuːʃ(ə)n]
terrific  [təˈrɪfɪk]
whale  [weɪl]
functional  [ˈfʌŋkʃən(ə)l]
star  [stɑːr]
draft  [drɑːft]
instinct  [ˈɪnstɪŋkt]
teammate  [ˈtiːmmeɪt]
aluminum  [əˈluːmɪnəm]
whoever  [huːˈevər]
ministry  [ˈmɪnɪstri]
verdict  [ˈvɜːrdɪkt]
instruct  [ɪnˈstrʌkt]
skull  [skʌl]
self-esteem  [ˌself ɪˈstiːm]
ease  [iːz]
cooperative  [koʊˈɑːpərətɪv]
manipulate  [məˈnɪpjuleɪt]
bee  [biː]
practitioner  [prækˈtɪʃənər]
loop  [luːp]
edit  [ˈedɪt]
whip  [wɪp]
puzzle  [ˈpʌz(ə)l]
mushroom  [ˈmʌʃrʊm]
subsidy  [ˈsʌbsədi]
boil  [bɔɪl]
tragic  [ˈtrædʒɪk]
mathematics  [ˌmæθəˈmætɪks]
mechanic  [məˈkænɪk]
jar  [dʒɑːr]
respect  [rɪˈspekt]
earthquake  [ˈɜːrθkweɪk]
pork  [pɔːrk]
creativity  [ˌkriːeɪˈtɪvəti]
safely  [ˈseɪfli]
underlying  [ˌʌndərˈlaɪɪŋ]
dessert  [dɪˈzɜːrt]
sympathy  [ˈsɪmpəθi]
fisherman  [ˈfɪʃərmən]
incredibly  [ɪnˈkredəbli]
isolation  [ˌaɪsəˈleɪʃn]
sock  [sɑːk]
near  [nɪr]
jump  [dʒʌmp]
eleven  [ɪˈlev(ə)n]
sexy  [ˈseksi]
entrepreneur  [ˌɑːntrəprəˈnɜːr]
syndrome  [ˈsɪndroʊm]
bureau  [ˈbjʊroʊ]
seat  [siːt]
workplace  [ˈwɜːrkpleɪs]
ambition  [æmˈbɪʃ(ə)n]
touchdown  [ˈtʌtʃdaʊn]
utilize  [ˈjuːtəlaɪz]
breeze  [briːz]
costly  [ˈkɔːstli]
ambitious  [æmˈbɪʃəs]
Christianity  [ˌkrɪstiˈænəti]
presumably  [prɪˈzuːməbli]
influential  [ˌɪnfluˈenʃ(ə)l]
translation  [trænzˈleɪʃ(ə)n]
uncertain  [ʌnˈsɜːrt(ə)n]
dissolve  [dɪˈzɑːlv]
object  [ˈɑːbdʒekt]
statistical  [stəˈtɪstɪk(ə)l]
gut  [ɡʌt]
metropolitan  [ˌmetrəˈpɑːlɪtən]
rolling  [ˈroʊlɪŋ]
aesthetic  [esˈθetɪk]
spell  [spel]
insert  [ɪnˈsɜːrt]
booth  [buːθ]
helmet  [ˈhelmɪt]
waist  [weɪst]
expected  [ɪkˈspektɪd]
lion  [ˈlaɪən]
accomplishment  [əˈkɑːmplɪʃmənt]
royal  [ˈrɔɪəl]
panic  [ˈpænɪk]
cast  [kæst]
crush  [krʌʃ]
actively  [ˈæktɪvli]
cliff  [klɪf]
minimal  [ˈmɪnɪm(ə)l]
cord  [kɔːrd]
fortunately  [ˈfɔːrtʃənətli]
cocaine  [koʊˈkeɪn]
illusion  [ɪˈluːʒ(ə)n]
anonymous  [əˈnɑːnɪməs]
tolerate  [ˈtɑːləreɪt]
appreciation  [əˌpriːʃiˈeɪʃ(ə)n]
commissioner  [kəˈmɪʃənər]
harm  [hɑːrm]
flexibility  [ˌfleksəˈbɪləti]
instructional  [ɪnˈstrʌkʃən(ə)l]
scramble  [ˈskræmb(ə)l]
casino  [kəˈsiːnoʊ]
tumor  [ˈtuːmər]
decorate  [ˈdekəreɪt]
sort  [sɔːrt]
charge  [tʃɑːrdʒ]
pulse  [pʌls]
equivalent  [ɪˈkwɪvələnt]
fixed  [fɪkst]
experienced  [ɪkˈspɪriənst]
donation  [doʊˈneɪʃ(ə)n]
diary  [ˈdaɪəri]
sibling  [ˈsɪblɪŋ]
irony  [ˈaɪrəni]
spoon  [spuːn]
midst  [mɪdst]
alley  [ˈæli]
upset  [ˌʌpˈset]
interact  [ˌɪntərˈækt]
soap  [soʊp]
cute  [kjuːt]
rival  [ˈraɪv(ə)l]
short-term  [ˌʃɔːrt ˈtɜːrm]
punch  [pʌntʃ]
pin  [pɪn]
hockey  [ˈhɑːki]
passing  [ˈpæsɪŋ]
persist  [pərˈsɪst]
supplier  [səˈplaɪər]
known  [noʊn]
momentum  [moʊˈmentəm]
purse  [pɜːrs]
shed  [ʃed]
liquid  [ˈlɪkwɪd]
icon  [ˈaɪkɑːn]
elephant  [ˈelɪfənt]
consequently  [ˈkɑːnsɪkwentli]
legislature  [ˈledʒɪsleɪtʃər]
associate  [əˈsoʊsieɪt]
franchise  [ˈfræntʃaɪz]
correctly  [kəˈrektli]
mentally  [ˈmentəli]
foster  [ˈfɑːstər]
bicycle  [ˈbaɪsɪkl]
encouraging  [ɪnˈkɜːrɪdʒɪŋ]
cheat  [tʃiːt]
access  [ˈækses]
heal  [hiːl]
fever  [ˈfiːvər]
filter  [ˈfɪltər]
rabbit  [ˈræbɪt]
coin  [kɔɪn]
exploit  [ɪkˈsplɔɪt]
accessible  [əkˈsesəb(ə)l]
organism  [ˈɔːrɡənɪzəm]
sensation  [senˈseɪʃ(ə)n]
partially  [ˈpɑːrʃəli]
stay  [steɪ]
upstairs  [ˌʌpˈsterz]
dried  [draɪd]
minimum  [ˈmɪnɪməm]
pro  [proʊ]
conservation  [ˌkɑːnsərˈveɪʃ(ə)n]
shove  [ʃʌv]
backyard  [ˌbækˈjɑːrd]
charter  [ˈtʃɑːrtər]
stove  [stoʊv]
consent  [kənˈsent]
comprise  [kəmˈpraɪz]
reminder  [rɪˈmaɪndər]
alike  [əˈlaɪk]
placement  [ˈpleɪsmənt]
dough  [doʊ]
grandchild  [ˈɡræntʃaɪld]
dam  [dæm]
reportedly  [rɪˈpɔːrtɪdli]
well-known  [ˌwel ˈnoʊn]
surrounding  [səˈraʊndɪŋ]
ecological  [ˌiːkəˈlɑːdʒɪk(ə)l]
outfit  [ˈaʊtfɪt]
unprecedented  [ʌnˈpresɪdentɪd]
columnist  [ˈkɑːləmnɪst]
workout  [ˈwɜːrkaʊt]
preliminary  [prɪˈlɪmɪneri]
patent  [ˈpæt(ə)nt]
shy  [ʃaɪ]
quote  [kwoʊt]
trash  [træʃ]
disabled  [dɪsˈeɪbld]
gross  [ɡroʊs]
damn  [dæm]
hormone  [ˈhɔːrmoʊn]
texture  [ˈtekstʃər]
counter  [ˈkaʊntər]
pencil  [ˈpens(ə)l]
associate  [əˈsoʊsieɪt]
frontier  [frʌnˈtɪr]
spray  [spreɪ]
bet  [bet]
disclose  [dɪsˈkloʊz]
custody  [ˈkʌstədi]
banker  [ˈbæŋkər]
beast  [biːst]
interfere  [ˌɪntərˈfɪr]
oak  [oʊk]
case  [keɪs]
eighth  [eɪtθ]
notebook  [ˈnoʊtbʊk]
outline  [ˈaʊtlaɪn]
gaze  [ɡeɪz]
attendance  [əˈtendəns]
speculation  [ˌspekjuˈleɪʃ(ə)n]
uncover  [ʌnˈkʌvər]
behalf  [bɪˈhæf]
innovative  [ˈɪnəveɪtɪv]
shark  [ʃɑːrk]
reward  [rɪˈwɔːrd]
mill  [mɪl]
installation  [ˌɪnstəˈleɪʃ(ə)n]
stimulate  [ˈstɪmjuleɪt]
tag  [tæɡ]
vertical  [ˈvɜːrtɪk(ə)l]
swimming  [ˈswɪmɪŋ]
fleet  [fliːt]
catalog  [ˈkætəlɔːɡ]
outsider  [ˌaʊtˈsaɪdər]
sacrifice  [ˈsækrɪfaɪs]
desperately  [ˈdespərətli]
stance  [stæns]
compel  [kəmˈpel]
sensitivity  [ˌsensəˈtɪvəti]
someday  [ˈsʌmdeɪ]
instant  [ˈɪnstənt]
debut  [deɪˈbjuː]
proclaim  [prəˈkleɪm]
worldwide  [ˌwɜːrldˈwaɪd]
hike  [haɪk]
required  [rɪˈkwaɪərd]
confrontation  [ˌkɑːnfrənˈteɪʃn]
colorful  [ˈkʌlərf(ə)l]
ideal  [aɪˈdiːəl]
constitution  [ˌkɑːnstɪˈtuːʃn]
trainer  [ˈtreɪnər]
Thanksgiving  [ˌθæŋksˈɡɪvɪŋ]
scent  [sent]
stack  [stæk]
eyebrow  [ˈaɪbraʊ]
sack  [sæk]
cease  [siːs]
inherit  [ɪnˈherɪt]
tray  [treɪ]
pioneer  [ˌpaɪəˈnɪr]
organizational  [ˌɔːrɡənəˈzeɪʃənl]
textbook  [ˈtekstbʊk]
uh  [ʌ; ɜː]
nasty  [ˈnæsti]
shrink  [ʃrɪŋk]
model  [ˈmɑːd(ə)l]
emerging  [ɪˈmɜːrdʒɪŋ]
dot  [dɑːt]
wheat  [wiːt]
fierce  [fɪrs]
envision  [ɪnˈvɪʒ(ə)n]
rational  [ˈræʃ(ə)nəl]
kingdom  [ˈkɪŋdəm]
aisle  [aɪl]
weaken  [ˈwiːkən]
protocol  [ˈproʊtəkɑːl]
exclusively  [ɪkˈskluːsɪvli]
vocal  [ˈvoʊk(ə)l]
marketplace  [ˈmɑːrkɪtpleɪs]
openly  [ˈoʊpənli]
unfair  [ˌʌnˈfer]
terrain  [təˈreɪn]
deploy  [dɪˈplɔɪ]
risky  [ˈrɪski]
pasta  [ˈpɑːstə]
genre  [ˈʒɑːnrə]
distract  [dɪˈstrækt]
merit  [ˈmerɪt]
planner  [ˈplænər]
depressed  [dɪˈprest]
chunk  [tʃʌŋk]
closest  [klosɪst]
discount  [ˈdɪskaʊnt]
no  [noʊ]
ladder  [ˈlædər]
jungle  [ˈdʒʌŋɡ(ə)l]
migration  [maɪˈɡreɪʃ(ə)n]
breathing  [ˈbriːðɪŋ]
invade  [ɪnˈveɪd]
hurricane  [ˈhɜːrəkeɪn]
retailer  [ˈriːteɪlər]
classify  [ˈklæsɪfaɪ]
wound  [wuːnd]
coup  [kuː]
aid  [eɪd]
ambassador  [æmˈbæsədər]
density  [ˈdensəti]
supportive  [səˈpɔːrtɪv]
curiosity  [ˌkjʊriˈɑːsəti]
skip  [skɪp]
aggression  [əˈɡreʃ(ə)n]
stimulus  [ˈstɪmjələs]
